COUNTRY,DATATYPE,PRODUCT,FLOW,TIME,VALUE
OECDAM,BALANCE,NATGASCM,INDPROD,DEC2022,109168.825
OECDAM,BALANCE,NATGASCM,INDPROD,DEC2023,115630.309
OECDAM,BALANCE,NATGASCM,INDPROD,YTD2022,1274923.346
OECDAM,BALANCE,NATGASCM,INDPROD,YTD2023,1325193.347
OECDAM,BALANCE,NATGASCM,STCHANAT,2021,-6504.319
OECDAM,BALANCE,NATGASCM,STCHANAT,2022,-9666.141
OECDAM,BALANCE,NATGASCM,STCHANAT,4Q2023,-1622.453
OECDAM,BALANCE,NATGASCM,STCHANAT,DEC2022,-20046.946
OECDAM,BALANCE,NATGASCM,STCHANAT,DEC2023,-9120.549
OECDAM,BALANCE,NATGASCM,STCHANAT,YTD2022,-9666.141
OECDAM,BALANCE,NATGASCM,STCHANAT,YTD2023,21900.011
OECDAM,BALANCE,NATGASCM,TOTENTSB,2021,117893.113
OECDAM,BALANCE,NATGASCM,TOTENTSB,2022,121921.289
OECDAM,BALANCE,NATGASCM,TOTENTSB,4Q2023,29692.731
OECDAM,BALANCE,NATGASCM,TOTENTSB,DEC2022,11586.988
OECDAM,BALANCE,NATGASCM,TOTENTSB,DEC2023,10861.748
OECDAM,BALANCE,NATGASCM,TOTENTSB,YTD2022,121921.289
OECDAM,BALANCE,NATGASCM,TOTENTSB,YTD2023,116648.924
OECDAM,BALANCE,NATGASCM,TOTEXTSB,2021,267948.218
OECDAM,BALANCE,NATGASCM,TOTEXTSB,2022,280779.757
OECDAM,BALANCE,NATGASCM,TOTEXTSB,4Q2023,77120.965
OECDAM,BALANCE,NATGASCM,TOTEXTSB,DEC2022,25122.873
OECDAM,BALANCE,NATGASCM,TOTEXTSB,DEC2023,27065.108
OECDAM,BALANCE,NATGASCM,TOTEXTSB,YTD2022,280779.757
OECDAM,BALANCE,NATGASCM,TOTEXTSB,YTD2023,297650.422
OECDAO,BALANCE,NATGASCM,GDINCTRO,2021,224612.785
OECDAO,BALANCE,NATGASCM,GDINCTRO,2022,225732.62
OECDAO,BALANCE,NATGASCM,GDINCTRO,4Q2023,54610.179
OECDAO,BALANCE,NATGASCM,GDINCTRO,DEC2022,21917.351
OECDAO,BALANCE,NATGASCM,GDINCTRO,DEC2023,20494.597
OECDAO,BALANCE,NATGASCM,GDINCTRO,YTD2022,225732.62
OECDAO,BALANCE,NATGASCM,GDINCTRO,YTD2023,215590.037
OECDAO,BALANCE,NATGASCM,INDPROD,2021,183487.401
OECDAO,BALANCE,NATGASCM,INDPROD,2022,192449.863
OECDAO,BALANCE,NATGASCM,INDPROD,4Q2023,47441.691
OECDAO,BALANCE,NATGASCM,INDPROD,DEC2022,16308.5
OECDAO,BALANCE,NATGASCM,INDPROD,DEC2023,16335.288
OECDAO,BALANCE,NATGASCM,INDPROD,YTD2022,192449.863
OECDAO,BALANCE,NATGASCM,INDPROD,YTD2023,190021.236
OECDAO,BALANCE,NATGASCM,STCHANAT,2021,2744.727
OECDAO,BALANCE,NATGASCM,STCHANAT,2022,2147.84
OECDAO,BALANCE,NATGASCM,STCHANAT,4Q2023,2124.017
OECDAO,BALANCE,NATGASCM,STCHANAT,DEC2022,-2273.926
OECDAO,BALANCE,NATGASCM,STCHANAT,DEC2023,623.924
OECDAO,BALANCE,NATGASCM,STCHANAT,YTD2022,2147.84
OECDAO,BALANCE,NATGASCM,STCHANAT,YTD2023,1538.831
OECDAO,BALANCE,NATGASCM,TOTENTSB,2021,166004.419
OECDAO,BALANCE,NATGASCM,TOTENTSB,2022,159574.533
OECDAO,BALANCE,NATGASCM,TOTENTSB,4Q2023,38964.783
OECDAO,BALANCE,NATGASCM,TOTENTSB,DEC2022,14057.25
OECDAO,BALANCE,NATGASCM,TOTENTSB,DEC2023,15253.233
OECDAO,BALANCE,NATGASCM,TOTENTSB,YTD2022,159574.533
OECDAO,BALANCE,NATGASCM,TOTENTSB,YTD2023,149341.922
OECDAO,BALANCE,NATGASCM,TOTEXTSB,2021,113860.0
OECDAO,BALANCE,NATGASCM,TOTEXTSB,2022,116124.0
OECDAO,BALANCE,NATGASCM,TOTEXTSB,4Q2023,29203.0
OECDAO,BALANCE,NATGASCM,TOTEXTSB,DEC2022,10160.0
OECDAO,BALANCE,NATGASCM,TOTEXTSB,DEC2023,10596.0
OECDAO,BALANCE,NATGASCM,TOTEXTSB,YTD2022,116124.0
OECDAO,BALANCE,NATGASCM,TOTEXTSB,YTD2023,115506.0
OECDEUR,BALANCE,NATGASCM,GDINCTRO,2021,537594.68
OECDEUR,BALANCE,NATGASCM,GDINCTRO,2022,470153.395
OECDEUR,BALANCE,NATGASCM,GDINCTRO,4Q2023,125544.278
OECDEUR,BALANCE,NATGASCM,GDINCTRO,DEC2022,55042.591
OECDEUR,BALANCE,NATGASCM,GDINCTRO,DEC2023,51438.338
OECDEUR,BALANCE,NATGASCM,GDINCTRO,YTD2022,470153.395
OECDEUR,BALANCE,NATGASCM,GDINCTRO,YTD2023,436713.45
OECDEUR,BALANCE,NATGASCM,INDPROD,2021,193924.343
OECDEUR,BALANCE,NATGASCM,INDPROD,2022,204422.087
OECDEUR,BALANCE,NATGASCM,INDPROD,4Q2023,48972.896
OECDEUR,BALANCE,NATGASCM,INDPROD,DEC2022,18230.438
OECDEUR,BALANCE,NATGASCM,INDPROD,DEC2023,17390.178
OECDEUR,BALANCE,NATGASCM,INDPROD,YTD2022,204422.087
OECDEUR,BALANCE,NATGASCM,INDPROD,YTD2023,184621.416
OECDEUR,BALANCE,NATGASCM,STCHANAT,2021,-23554.604
OECDEUR,BALANCE,NATGASCM,STCHANAT,2022,35578.361
OECDEUR,BALANCE,NATGASCM,STCHANAT,4Q2023,-8895.245
OECDEUR,BALANCE,NATGASCM,STCHANAT,DEC2022,-10685.713
OECDEUR,BALANCE,NATGASCM,STCHANAT,DEC2023,-9636.909
OECDEUR,BALANCE,NATGASCM,STCHANAT,YTD2022,35578.361
OECDEUR,BALANCE,NATGASCM,STCHANAT,YTD2023,3752.554
OECDEUR,BALANCE,NATGASCM,TOTENTSB,2021,738099.137
OECDEUR,BALANCE,NATGASCM,TOTENTSB,2022,697378.216
OECDEUR,BALANCE,NATGASCM,TOTENTSB,4Q2023,144069.669
OECDEUR,BALANCE,NATGASCM,TOTENTSB,DEC2022,57067.428
OECDEUR,BALANCE,NATGASCM,TOTENTSB,DEC2023,51277.425
OECDEUR,BALANCE,NATGASCM,TOTENTSB,YTD2022,697378.216
OECDEUR,BALANCE,NATGASCM,TOTENTSB,YTD2023,563348.238
OECDEUR,BALANCE,NATGASCM,TOTEXTSB,2021,414637.663
OECDEUR,BALANCE,NATGASCM,TOTEXTSB,2022,391378.492
OECDEUR,BALANCE,NATGASCM,TOTEXTSB,4Q2023,75830.014
OECDEUR,BALANCE,NATGASCM,TOTEXTSB,DEC2022,30661.412
OECDEUR,BALANCE,NATGASCM,TOTEXTSB,DEC2023,26609.787
OECDEUR,BALANCE,NATGASCM,TOTEXTSB,YTD2022,391378.492
OECDEUR,BALANCE,NATGASCM,TOTEXTSB,YTD2023,305681.578
OECDTOT,BALANCE,NATGASCM,GDINCTRO,2021,1820668.382
OECDTOT,BALANCE,NATGASCM,GDINCTRO,2022,1806410.934
OECDTOT,BALANCE,NATGASCM,GDINCTRO,4Q2023,472108.07
OECDTOT,BALANCE,NATGASCM,GDINCTRO,DEC2022,192412.028
OECDTOT,BALANCE,NATGASCM,GDINCTRO,DEC2023,180642.433
OECDTOT,BALANCE,NATGASCM,GDINCTRO,YTD2022,1806410.934
OECDTOT,BALANCE,NATGASCM,GDINCTRO,YTD2023,1769557.578
OECDTOT,BALANCE,NATGASCM,INDPROD,2021,1585592.947
OECDTOT,BALANCE,NATGASCM,INDPROD,2022,1671795.296
OECDTOT,BALANCE,NATGASCM,INDPROD,4Q2023,436240.408
OECDTOT,BALANCE,NATGASCM,INDPROD,DEC2022,143707.763
OECDTOT,BALANCE,NATGASCM,INDPROD,DEC2023,149355.775
OECDTOT,BALANCE,NATGASCM,INDPROD,YTD2022,1671795.296
OECDTOT,BALANCE,NATGASCM,INDPROD,YTD2023,1699835.999
OECDTOT,BALANCE,NATGASCM,STCHANAT,2021,-27314.196
OECDTOT,BALANCE,NATGASCM,STCHANAT,2022,28060.06
OECDTOT,BALANCE,NATGASCM,STCHANAT,4Q2023,-8393.681
OECDTOT,BALANCE,NATGASCM,STCHANAT,DEC2022,-33006.585
OECDTOT,BALANCE,NATGASCM,STCHANAT,DEC2023,-18133.534
OECDTOT,BALANCE,NATGASCM,STCHANAT,YTD2022,28060.06
OECDTOT,BALANCE,NATGASCM,STCHANAT,YTD2023,27191.396
OECDTOT,BALANCE,NATGASCM,TOTENTSB,2021,1021996.669
OECDTOT,BALANCE,NATGASCM,TOTENTSB,2022,978874.038
OECDTOT,BALANCE,NATGASCM,TOTENTSB,4Q2023,212727.183
OECDTOT,BALANCE,NATGASCM,TOTENTSB,DEC2022,82711.666
OECDTOT,BALANCE,NATGASCM,TOTENTSB,DEC2023,77392.406
OECDTOT,BALANCE,NATGASCM,TOTENTSB,YTD2022,978874.038
OECDTOT,BALANCE,NATGASCM,TOTENTSB,YTD2023,829339.084
OECDTOT,BALANCE,NATGASCM,TOTEXTSB,2021,796445.881
OECDTOT,BALANCE,NATGASCM,TOTEXTSB,2022,788282.249
OECDTOT,BALANCE,NATGASCM,TOTEXTSB,4Q2023,182153.979
OECDTOT,BALANCE,NATGASCM,TOTEXTSB,DEC2022,65944.285
OECDTOT,BALANCE,NATGASCM,TOTEXTSB,DEC2023,64270.895
OECDTOT,BALANCE,NATGASCM,TOTEXTSB,YTD2022,788282.249
OECDTOT,BALANCE,NATGASCM,TOTEXTSB,YTD2023,718838.0
POLAND,BALANCE,NATGASCM,GDINCTRO,2021,23416.605
POLAND,BALANCE,NATGASCM,GDINCTRO,2022,19439.851
POLAND,BALANCE,NATGASCM,GDINCTRO,4Q2023,6184.263
POLAND,BALANCE,NATGASCM,GDINCTRO,DEC2022,2229.949
POLAND,BALANCE,NATGASCM,GDINCTRO,DEC2023,2458.414
POLAND,BALANCE,NATGASCM,GDINCTRO,YTD2022,19439.851
POLAND,BALANCE,NATGASCM,GDINCTRO,YTD2023,20138.859
POLAND,BALANCE,NATGASCM,INDPROD,2021,5562.928
POLAND,BALANCE,NATGASCM,INDPROD,2022,5483.238
POLAND,BALANCE,NATGASCM,INDPROD,DEC2022,483.11
POLAND,BALANCE,NATGASCM,INDPROD,YTD2022,5483.238
POLAND,BALANCE,NATGASCM,INDPROD,YTD2023,3059.19
POLAND,BALANCE,NATGASCM,STCHANAT,2021,418.57
POLAND,BALANCE,NATGASCM,STCHANAT,2022,525.313
POLAND,BALANCE,NATGASCM,STCHANAT,4Q2023,-357.118
POLAND,BALANCE,NATGASCM,STCHANAT,DEC2022,-296.76
POLAND,BALANCE,NATGASCM,STCHANAT,DEC2023,-283.271
POLAND,BALANCE,NATGASCM,STCHANAT,YTD2022,525.313
POLAND,BALANCE,NATGASCM,STCHANAT,YTD2023,228.179
POLAND,BALANCE,NATGASCM,TOTENTSB,2021,39359.719
POLAND,BALANCE,NATGASCM,TOTENTSB,2022,15194.177
POLAND,BALANCE,NATGASCM,TOTENTSB,4Q2023,5915.435
POLAND,BALANCE,NATGASCM,TOTENTSB,DEC2022,1452.776
POLAND,BALANCE,NATGASCM,TOTENTSB,DEC2023,2176.636
POLAND,BALANCE,NATGASCM,TOTENTSB,YTD2022,15194.177
POLAND,BALANCE,NATGASCM,TOTENTSB,YTD2023,18121.887
POLAND,BALANCE,NATGASCM,TOTEXTSB,2021,21087.472
POLAND,BALANCE,NATGASCM,TOTEXTSB,2022,712.251
POLAND,BALANCE,NATGASCM,TOTEXTSB,4Q2023,88.29
POLAND,BALANCE,NATGASCM,TOTEXTSB,DEC2022,2.697
POLAND,BALANCE,NATGASCM,TOTEXTSB,DEC2023,1.493
POLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2022,712.251
POLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2023,814.46
PORTUGAL,BALANCE,NATGASCM,GDINCTRO,2021,5762.376
PORTUGAL,BALANCE,NATGASCM,GDINCTRO,2022,5493.237
PORTUGAL,BALANCE,NATGASCM,GDINCTRO,4Q2023,993.812
PORTUGAL,BALANCE,NATGASCM,GDINCTRO,DEC2022,377.06
PORTUGAL,BALANCE,NATGASCM,GDINCTRO,DEC2023,334.906
PORTUGAL,BALANCE,NATGASCM,GDINCTRO,YTD2022,5493.237
PORTUGAL,BALANCE,NATGASCM,GDINCTRO,YTD2023,4413.209
PORTUGAL,BALANCE,NATGASCM,STCHANAT,2021,4.512
PORTUGAL,BALANCE,NATGASCM,STCHANAT,2022,223.585
PORTUGAL,BALANCE,NATGASCM,STCHANAT,4Q2023,105.932
PORTUGAL,BALANCE,NATGASCM,STCHANAT,DEC2022,115.412
PORTUGAL,BALANCE,NATGASCM,STCHANAT,DEC2023,33.82
PORTUGAL,BALANCE,NATGASCM,STCHANAT,YTD2022,223.585
PORTUGAL,BALANCE,NATGASCM,STCHANAT,YTD2023,-107.793
PORTUGAL,BALANCE,NATGASCM,TOTENTSB,2021,5874.846
PORTUGAL,BALANCE,NATGASCM,TOTENTSB,2022,6179.498
PORTUGAL,BALANCE,NATGASCM,TOTENTSB,4Q2023,1268.168
PORTUGAL,BALANCE,NATGASCM,TOTENTSB,DEC2022,528.069
PORTUGAL,BALANCE,NATGASCM,TOTENTSB,DEC2023,430.308
PORTUGAL,BALANCE,NATGASCM,TOTENTSB,YTD2022,6179.498
PORTUGAL,BALANCE,NATGASCM,TOTENTSB,YTD2023,5190.542
PORTUGAL,BALANCE,NATGASCM,TOTEXTSB,2021,195.092
PORTUGAL,BALANCE,NATGASCM,TOTEXTSB,2022,384.476
PORTUGAL,BALANCE,NATGASCM,TOTEXTSB,4Q2023,168.999
PORTUGAL,BALANCE,NATGASCM,TOTEXTSB,DEC2022,35.913
PORTUGAL,BALANCE,NATGASCM,TOTEXTSB,DEC2023,60.385
PORTUGAL,BALANCE,NATGASCM,TOTEXTSB,YTD2022,384.476
PORTUGAL,BALANCE,NATGASCM,TOTEXTSB,YTD2023,905.055
SLOVAKIA,BALANCE,NATGASCM,GDINCTRO,2021,5577.669
SLOVAKIA,BALANCE,NATGASCM,GDINCTRO,2022,4518.569
SLOVAKIA,BALANCE,NATGASCM,GDINCTRO,4Q2023,1349.064
SLOVAKIA,BALANCE,NATGASCM,GDINCTRO,DEC2022,580.794
SLOVAKIA,BALANCE,NATGASCM,GDINCTRO,DEC2023,592.052
SLOVAKIA,BALANCE,NATGASCM,GDINCTRO,YTD2022,4518.569
SLOVAKIA,BALANCE,NATGASCM,GDINCTRO,YTD2023,4253.787
SLOVAKIA,BALANCE,NATGASCM,INDPROD,2021,73.905
SLOVAKIA,BALANCE,NATGASCM,INDPROD,2022,55.622
SLOVAKIA,BALANCE,NATGASCM,INDPROD,4Q2023,11.403
SLOVAKIA,BALANCE,NATGASCM,INDPROD,DEC2022,3.873
SLOVAKIA,BALANCE,NATGASCM,INDPROD,DEC2023,3.662
SLOVAKIA,BALANCE,NATGASCM,INDPROD,YTD2022,55.622
SLOVAKIA,BALANCE,NATGASCM,INDPROD,YTD2023,50.208
SLOVAKIA,BALANCE,NATGASCM,STCHANAT,2021,-1779.868
SLOVAKIA,BALANCE,NATGASCM,STCHANAT,2022,1718.367
SLOVAKIA,BALANCE,NATGASCM,STCHANAT,4Q2023,-550.272
SLOVAKIA,BALANCE,NATGASCM,STCHANAT,DEC2022,-507.663
SLOVAKIA,BALANCE,NATGASCM,STCHANAT,DEC2023,-373.982
SLOVAKIA,BALANCE,NATGASCM,STCHANAT,YTD2022,1718.367
SLOVAKIA,BALANCE,NATGASCM,STCHANAT,YTD2023,277.169
SLOVAKIA,BALANCE,NATGASCM,TOTENTSB,2021,40619.03
SLOVAKIA,BALANCE,NATGASCM,TOTENTSB,2022,25585.555
SLOVAKIA,BALANCE,NATGASCM,TOTENTSB,4Q2023,3897.154
SLOVAKIA,BALANCE,NATGASCM,TOTENTSB,DEC2022,1397.307
SLOVAKIA,BALANCE,NATGASCM,TOTENTSB,DEC2023,1466.234
SLOVAKIA,BALANCE,NATGASCM,TOTENTSB,YTD2022,25585.555
SLOVAKIA,BALANCE,NATGASCM,TOTENTSB,YTD2023,14970.71
SLOVAKIA,BALANCE,NATGASCM,TOTEXTSB,2021,36893.57
SLOVAKIA,BALANCE,NATGASCM,TOTEXTSB,2022,19394.457
SLOVAKIA,BALANCE,NATGASCM,TOTEXTSB,4Q2023,3098.241
SLOVAKIA,BALANCE,NATGASCM,TOTEXTSB,DEC2022,1320.569
SLOVAKIA,BALANCE,NATGASCM,TOTEXTSB,DEC2023,1246.541
SLOVAKIA,BALANCE,NATGASCM,TOTEXTSB,YTD2022,19394.457
SLOVAKIA,BALANCE,NATGASCM,TOTEXTSB,YTD2023,10469.919
SLOVENIA,BALANCE,NATGASCM,GDINCTRO,2021,951.567
SLOVENIA,BALANCE,NATGASCM,GDINCTRO,2022,839.615
SLOVENIA,BALANCE,NATGASCM,GDINCTRO,4Q2023,238.924
SLOVENIA,BALANCE,NATGASCM,GDINCTRO,DEC2022,90.8
SLOVENIA,BALANCE,NATGASCM,GDINCTRO,DEC2023,97.751
SLOVENIA,BALANCE,NATGASCM,GDINCTRO,YTD2022,839.615
SLOVENIA,BALANCE,NATGASCM,GDINCTRO,YTD2023,809.967
SLOVENIA,BALANCE,NATGASCM,INDPROD,2021,5.067
SLOVENIA,BALANCE,NATGASCM,INDPROD,2022,4.315
SLOVENIA,BALANCE,NATGASCM,INDPROD,4Q2023,1.024
SLOVENIA,BALANCE,NATGASCM,INDPROD,DEC2022,0.3
SLOVENIA,BALANCE,NATGASCM,INDPROD,DEC2023,0.251
SLOVENIA,BALANCE,NATGASCM,INDPROD,YTD2022,4.315
SLOVENIA,BALANCE,NATGASCM,INDPROD,YTD2023,4.467
SLOVENIA,BALANCE,NATGASCM,TOTENTSB,2021,1116.7
SLOVENIA,BALANCE,NATGASCM,TOTENTSB,2022,1247.6
SLOVENIA,BALANCE,NATGASCM,TOTENTSB,4Q2023,248.2
SLOVENIA,BALANCE,NATGASCM,TOTENTSB,DEC2022,95.9
SLOVENIA,BALANCE,NATGASCM,TOTENTSB,DEC2023,98.6
SLOVENIA,BALANCE,NATGASCM,TOTENTSB,YTD2022,1247.6
SLOVENIA,BALANCE,NATGASCM,TOTENTSB,YTD2023,990.7
SLOVENIA,BALANCE,NATGASCM,TOTEXTSB,2021,170.2
SLOVENIA,BALANCE,NATGASCM,TOTEXTSB,2022,412.3
SLOVENIA,BALANCE,NATGASCM,TOTEXTSB,4Q2023,10.3
SLOVENIA,BALANCE,NATGASCM,TOTEXTSB,DEC2022,5.4
SLOVENIA,BALANCE,NATGASCM,TOTEXTSB,DEC2023,1.1
SLOVENIA,BALANCE,NATGASCM,TOTEXTSB,YTD2022,412.3
SLOVENIA,BALANCE,NATGASCM,TOTEXTSB,YTD2023,185.2
SPAIN,BALANCE,NATGASCM,GDINCTRO,2021,33581.511
SPAIN,BALANCE,NATGASCM,GDINCTRO,2022,32309.568
SPAIN,BALANCE,NATGASCM,GDINCTRO,4Q2023,7238.147
SPAIN,BALANCE,NATGASCM,GDINCTRO,DEC2022,2441.447
SPAIN,BALANCE,NATGASCM,GDINCTRO,DEC2023,2667.344
SPAIN,BALANCE,NATGASCM,GDINCTRO,YTD2022,32309.568
SPAIN,BALANCE,NATGASCM,GDINCTRO,YTD2023,29013.061
SPAIN,BALANCE,NATGASCM,INDPROD,2021,48.037
SPAIN,BALANCE,NATGASCM,INDPROD,2022,47.023
SPAIN,BALANCE,NATGASCM,INDPROD,4Q2023,15.831
SPAIN,BALANCE,NATGASCM,INDPROD,DEC2022,4.654
SPAIN,BALANCE,NATGASCM,INDPROD,DEC2023,6.988
SPAIN,BALANCE,NATGASCM,INDPROD,YTD2022,47.023
SPAIN,BALANCE,NATGASCM,INDPROD,YTD2023,48.082
SPAIN,BALANCE,NATGASCM,STCHANAT,2021,64.45
SPAIN,BALANCE,NATGASCM,STCHANAT,2022,1083.798
SPAIN,BALANCE,NATGASCM,STCHANAT,4Q2023,-415.573
SPAIN,BALANCE,NATGASCM,STCHANAT,DEC2022,-61.138
SPAIN,BALANCE,NATGASCM,STCHANAT,DEC2023,-643.068
SPAIN,BALANCE,NATGASCM,STCHANAT,YTD2022,1083.798
SPAIN,BALANCE,NATGASCM,STCHANAT,YTD2023,-402.765
SPAIN,BALANCE,NATGASCM,TOTENTSB,2021,36969.174
SPAIN,BALANCE,NATGASCM,TOTENTSB,2022,39675.032
SPAIN,BALANCE,NATGASCM,TOTENTSB,4Q2023,8492.28
SPAIN,BALANCE,NATGASCM,TOTENTSB,DEC2022,3390.434
SPAIN,BALANCE,NATGASCM,TOTENTSB,DEC2023,2420.81
SPAIN,BALANCE,NATGASCM,TOTENTSB,YTD2022,39675.032
SPAIN,BALANCE,NATGASCM,TOTENTSB,YTD2023,35262.751
SPAIN,BALANCE,NATGASCM,TOTEXTSB,2021,3018.237
SPAIN,BALANCE,NATGASCM,TOTEXTSB,2022,6016.408
SPAIN,BALANCE,NATGASCM,TOTEXTSB,4Q2023,1609.789
SPAIN,BALANCE,NATGASCM,TOTEXTSB,DEC2022,929.613
SPAIN,BALANCE,NATGASCM,TOTEXTSB,DEC2023,357.396
SPAIN,BALANCE,NATGASCM,TOTEXTSB,YTD2022,6016.408
SPAIN,BALANCE,NATGASCM,TOTEXTSB,YTD2023,6605.632
SWEDEN,BALANCE,NATGASCM,GDINCTRO,2021,1245.811
SWEDEN,BALANCE,NATGASCM,GDINCTRO,2022,705.745
SWEDEN,BALANCE,NATGASCM,GDINCTRO,4Q2023,238.208
SWEDEN,BALANCE,NATGASCM,GDINCTRO,DEC2022,81.701
SWEDEN,BALANCE,NATGASCM,GDINCTRO,DEC2023,91.887
SWEDEN,BALANCE,NATGASCM,GDINCTRO,YTD2022,705.745
SWEDEN,BALANCE,NATGASCM,GDINCTRO,YTD2023,786.802
SWEDEN,BALANCE,NATGASCM,STCHANAT,2021,26.709
SWEDEN,BALANCE,NATGASCM,STCHANAT,2022,-10.298
SWEDEN,BALANCE,NATGASCM,STCHANAT,4Q2023,19.073
SWEDEN,BALANCE,NATGASCM,STCHANAT,DEC2022,-7.513
SWEDEN,BALANCE,NATGASCM,STCHANAT,DEC2023,10.68
SWEDEN,BALANCE,NATGASCM,STCHANAT,YTD2022,-10.298
SWEDEN,BALANCE,NATGASCM,STCHANAT,YTD2023,17.792
SWEDEN,BALANCE,NATGASCM,TOTENTSB,2021,1345.735
SWEDEN,BALANCE,NATGASCM,TOTENTSB,2022,718.82
SWEDEN,BALANCE,NATGASCM,TOTENTSB,4Q2023,269.561
SWEDEN,BALANCE,NATGASCM,TOTENTSB,DEC2022,74.684
SWEDEN,BALANCE,NATGASCM,TOTENTSB,DEC2023,106.465
SWEDEN,BALANCE,NATGASCM,TOTENTSB,YTD2022,718.82
SWEDEN,BALANCE,NATGASCM,TOTENTSB,YTD2023,849.744
SWEDEN,BALANCE,NATGASCM,TOTEXTSB,2021,51.799
SWEDEN,BALANCE,NATGASCM,TOTEXTSB,2022,9.052
SWEDEN,BALANCE,NATGASCM,TOTEXTSB,4Q2023,2.062
SWEDEN,BALANCE,NATGASCM,TOTEXTSB,DEC2022,0.496
SWEDEN,BALANCE,NATGASCM,TOTEXTSB,DEC2023,0.517
SWEDEN,BALANCE,NATGASCM,TOTEXTSB,YTD2022,9.052
SWEDEN,BALANCE,NATGASCM,TOTEXTSB,YTD2023,7.868
SWITLAND,BALANCE,NATGASCM,GDINCTRO,2021,3551.435
SWITLAND,BALANCE,NATGASCM,GDINCTRO,2022,3140.719
SWITLAND,BALANCE,NATGASCM,GDINCTRO,4Q2023,1513.977
SWITLAND,BALANCE,NATGASCM,GDINCTRO,DEC2022,429.96
SWITLAND,BALANCE,NATGASCM,GDINCTRO,DEC2023,663.853
SWITLAND,BALANCE,NATGASCM,GDINCTRO,YTD2022,3140.719
SWITLAND,BALANCE,NATGASCM,GDINCTRO,YTD2023,3540.909
SWITLAND,BALANCE,NATGASCM,INDPROD,2021,39.285
SWITLAND,BALANCE,NATGASCM,INDPROD,2022,44.866
SWITLAND,BALANCE,NATGASCM,INDPROD,4Q2023,13.074
SWITLAND,BALANCE,NATGASCM,INDPROD,DEC2022,4.115
SWITLAND,BALANCE,NATGASCM,INDPROD,DEC2023,4.151
SWITLAND,BALANCE,NATGASCM,INDPROD,YTD2022,44.866
SWITLAND,BALANCE,NATGASCM,INDPROD,YTD2023,46.229
SWITLAND,BALANCE,NATGASCM,TOTENTSB,2021,5449.894
SWITLAND,BALANCE,NATGASCM,TOTENTSB,2022,10696.913
SWITLAND,BALANCE,NATGASCM,TOTENTSB,4Q2023,2795.184
SWITLAND,BALANCE,NATGASCM,TOTENTSB,DEC2022,853.24
SWITLAND,BALANCE,NATGASCM,TOTENTSB,DEC2023,1091.013
SWITLAND,BALANCE,NATGASCM,TOTENTSB,YTD2022,10696.913
SWITLAND,BALANCE,NATGASCM,TOTENTSB,YTD2023,9784.664
SWITLAND,BALANCE,NATGASCM,TOTEXTSB,2021,1937.744
SWITLAND,BALANCE,NATGASCM,TOTEXTSB,2022,7601.06
SWITLAND,BALANCE,NATGASCM,TOTEXTSB,4Q2023,1294.281
SWITLAND,BALANCE,NATGASCM,TOTEXTSB,DEC2022,427.395
SWITLAND,BALANCE,NATGASCM,TOTEXTSB,DEC2023,431.311
SWITLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2022,7601.06
SWITLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2023,6289.984
TURKIYE,BALANCE,NATGASCM,GDINCTRO,2021,59650.68
TURKIYE,BALANCE,NATGASCM,GDINCTRO,2022,51040.56
TURKIYE,BALANCE,NATGASCM,GDINCTRO,4Q2023,13734.548
TURKIYE,BALANCE,NATGASCM,GDINCTRO,DEC2022,5768.31
TURKIYE,BALANCE,NATGASCM,GDINCTRO,DEC2023,5974.471
TURKIYE,BALANCE,NATGASCM,GDINCTRO,YTD2022,51040.56
TURKIYE,BALANCE,NATGASCM,GDINCTRO,YTD2023,50295.685
TURKIYE,BALANCE,NATGASCM,INDPROD,2021,393.61
TURKIYE,BALANCE,NATGASCM,INDPROD,2022,379.82
TURKIYE,BALANCE,NATGASCM,INDPROD,4Q2023,391.715
TURKIYE,BALANCE,NATGASCM,INDPROD,DEC2022,38.45
TURKIYE,BALANCE,NATGASCM,INDPROD,DEC2023,113.81
TURKIYE,BALANCE,NATGASCM,INDPROD,YTD2022,379.82
TURKIYE,BALANCE,NATGASCM,INDPROD,YTD2023,810.432
TURKIYE,BALANCE,NATGASCM,STCHANAT,2021,-937.43
TURKIYE,BALANCE,NATGASCM,STCHANAT,2022,3419.89
TURKIYE,BALANCE,NATGASCM,STCHANAT,4Q2023,-10.6
TURKIYE,BALANCE,NATGASCM,STCHANAT,DEC2022,58.61
TURKIYE,BALANCE,NATGASCM,STCHANAT,DEC2023,105.491
TURKIYE,BALANCE,NATGASCM,STCHANAT,YTD2022,3419.89
TURKIYE,BALANCE,NATGASCM,STCHANAT,YTD2023,107.94
TURKIYE,BALANCE,NATGASCM,TOTENTSB,2021,58702.16
TURKIYE,BALANCE,NATGASCM,TOTENTSB,2022,54662.06
TURKIYE,BALANCE,NATGASCM,TOTENTSB,4Q2023,13855.184
TURKIYE,BALANCE,NATGASCM,TOTENTSB,DEC2022,5808.85
TURKIYE,BALANCE,NATGASCM,TOTENTSB,DEC2023,6063.118
TURKIYE,BALANCE,NATGASCM,TOTENTSB,YTD2022,54662.06
